id,context,question,answer_picked,feedback,original_gold_label,votes_distribution
46b346c0-ae84-4774-acf2-c68031c2f787,Taylor looked the definition up online which was against the rules for the test.,What will others want to do next?,"[{'answer': 'give Taylor a bad grade'}, {'answer': 'give Taylor a bad grade'}, {'answer': 'give Taylor a bad grade'}, {'answer': 'give Taylor a bad grade'}, {'answer': 'give Taylor a bad grade'}]",[],give Taylor a bad grade,{'give Taylor a bad grade': 5}
cf3007af-2f85-4001-bceb-2ea8649ffd9b,kai grabbed carson's tools and stole them to get back at carson.,What will Carson want to do next?,"[{'answer': 'find the tools'}, {'answer': 'find the tools'}, {'answer': 'call the police'}, {'answer': 'call the police'}, {'answer': 'find the tools'}, {'answer': 'call the police'}, {'answer': 'find the tools'}, {'answer': 'call the police'}, {'answer': 'call the police'}, {'answer': 'call the police'}]",[],call the police,"{'find the tools': 4, 'call the police': 6}"
f5e7d79f-e5bb-4a0f-bc43-c2712da7cfd1,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone.,What will Casey want to do next?,"[{'answer': 'make an excuse'}, {'answer': 'make an excuse'}, {'answer': 'make an excuse'}, {'answer': 'speed off'}, {'answer': 'make an excuse'}]",[],make an excuse,"{'make an excuse': 4, 'speed off': 1}"
c723b166-a2e3-42a3-9645-547efc6745ce,Quinn colored her hair a light ghosted grey color.,How would Quinn feel afterwards?,"[{'answer': 'artistic'}, {'answer': 'artistic'}, {'answer': 'artistic'}, {'answer': 'Ugly'}, {'answer': 'artistic'}]",[],artistic,"{'artistic': 4, 'Ugly': 1}"
6f765d53-3dd3-4ad9-b4ed-e4be25407a3f,Riley went out to the club with some friends excited for the weekend.,What will Others want to do next?,"[{'answer': 'Stay up really late'}, {'answer': 'Stay up really late'}, {'answer': 'Stay up really late'}, {'answer': 'Stay up really late'}, {'answer': 'Stay up really late'}]",[],Stay up really late,{'Stay up really late': 5}
09208c35-f451-4756-aeb9-c232e802a298,Robin dried up the paper and lit it on fire and it blew away.,How would Robin feel afterwards?,"[{'answer': 'excited to see what comes next'}, {'answer': 'excited to see what comes next'}, {'answer': 'excited to see what comes next'}, {'answer': 'gone'}, {'answer': 'happy their only photo blew away'}, {'answer': 'gone'}, {'answer': 'excited to see what comes next'}, {'answer': 'excited to see what comes next'}, {'answer': 'excited to see what comes next'}, {'answer': 'excited to see what comes next'}]",[],excited to see what comes next,"{'excited to see what comes next': 7, 'gone': 2, 'happy their only photo blew away': 1}"
672f8d9c-7f48-481f-bf0a-60fa66d62510,Jordan was going for a walk and brought the kids.,What does Jordan need to do before this?,"[{'answer': 'get the kids ready'}, {'answer': 'get the kids ready'}, {'answer': 'get the kids ready'}, {'answer': 'get the kids ready'}, {'answer': 'get the kids ready'}]",[],get the kids ready,{'get the kids ready': 5}
c55be71e-8193-4f7f-b314-75fc7f12a4b8,My friend was having relationship troubles and Tracy knew she could help.,What will happen to Tracy?,"[{'answer': 'becomes friends with my friend'}, {'answer': 'becomes friends with my friend'}, {'answer': 'becomes friends with my friend'}, {'answer': 'become enemies with my friend'}, {'answer': 'becomes friends with my friend'}]",[],becomes friends with my friend,"{'becomes friends with my friend': 4, 'become enemies with my friend': 1}"
7bcb8511-70ec-4602-b3cf-222f14a1867c,Casey saved some money and eventually bought a new car.,What does Casey need to do before this?,"[{'answer': 'save before this'}, {'answer': 'save before this'}, {'answer': 'save before this'}, {'answer': 'save before this'}, {'answer': 'save before this'}]",[],save before this,{'save before this': 5}
a2a9a753-67a1-47be-9e7b-e6ea54290c6e,"austin was a attractive girl who had a crush on me, so she batted her eyelashes at me.",What does Austin need to do before this?,"[{'answer': 'know who i am'}, {'answer': 'know who i am'}, {'answer': 'know who i am'}, {'answer': 'know who i am'}, {'answer': 'know who i am'}]",[],know who i am,{'know who i am': 5}
527f8e70-9457-4b1d-a340-a4b0b395799b,Kendall took Skylar into acount when making plans for the day.,How would Skylar feel as a result?,"[{'answer': 'Glad they were thought about'}, {'answer': 'Glad they were thought about'}, {'answer': 'Glad they were thought about'}, {'answer': 'Glad they were thought about'}, {'answer': 'Glad they were thought about'}]",[],Glad they were thought about,{'Glad they were thought about': 5}
d669dd46-871a-4471-89b9-19118ce61377,Sasha kept the baby and started applying for jobs.,What will Sasha want to do next?,"[{'answer': 'care for the baby next'}, {'answer': 'care for the baby next'}, {'answer': 'care for the baby next'}, {'answer': 'care for the baby next'}, {'answer': 'care for the baby next'}]",[{'feedback': 'Assumed question meant what would Sasha want to do immediately after applying to jobs.'}],care for the baby next,{'care for the baby next': 5}
5a97dac3-79c7-4382-bcf0-cf82baa1009f,Carson gave their friend some milk but their friend was allergic to milk and wanted orange juice instead and Carson agreed to help.,What will Carson want to do next?,"[{'answer': 'Get a different drink'}, {'answer': 'Get a different drink'}, {'answer': 'Get a different drink'}, {'answer': 'Get a different drink'}, {'answer': 'Get a different drink'}]",[],Get a different drink,{'Get a different drink': 5}
df83ba08-7f59-4422-9fc6-1c9e8fab437e,Taylor helped Ash move in to their new house.,What does Taylor need to do before this?,"[{'answer': 'thank Ash'}, {'answer': 'be able to help'}, {'answer': 'be able to help'}, {'answer': 'be able to help'}, {'answer': 'be able to help'}]",[],be able to help,"{'thank Ash': 1, 'be able to help': 4}"
f367d8a9-6e1e-46d0-b915-d790595d9ca3,Alex knocked on wood after seeing a cat walk past him.,How would Alex feel afterwards?,"[{'answer': 'unlucky'}, {'answer': 'reassured'}, {'answer': 'reassured'}, {'answer': 'reassured'}, {'answer': 'reassured'}]",[{'feedback': 'I assume Alex knocked on wood to feel reassured that the cat walking past him did not give him bad luck.'}],a paranoid person,"{'unlucky': 1, 'reassured': 4}"
3a842dc6-a659-478d-bb8f-c342ff69df37,Jordan ran quickly to the store to get some donuts.,How would you describe Jordan?,"[{'answer': 'excited to eat the donuts'}, {'answer': 'excited to eat the donuts'}, {'answer': 'excited to eat the donuts'}, {'answer': 'excited to eat the donuts'}, {'answer': 'excited to eat the donuts'}]","[{'feedback': 'I would believe answered 1 & 3 could be applicable, but assumed answer 3 describes Jordan better.'}]",excited to eat the donuts,{'excited to eat the donuts': 5}
b7381581-eae2-4db1-8f30-dd126ab99379,"Carson knew they were right, and Taylor proved Carson's point.",What will happen to Taylor?,"[{'answer': 'ask Carson how they knew'}, {'answer': 'ask Carson how they knew'}, {'answer': 'he will rub it in their face'}, {'answer': 'ask Carson how they knew'}, {'answer': 'ask Carson how they knew'}]","[{'feedback': 'This one could be answer b or c depending on the nature of what was at issue.'}, {'feedback': 'I assumed that Taylor was the person Carson knew they were right against.'}]",ask Carson how they knew,"{'ask Carson how they knew': 4, 'he will rub it in their face': 1}"
f22f6990-8243-4b6c-a0dd-4ff441bcc7f9,Cameron stopped the fight before people got hurt.,What will Cameron want to do next?,"[{'answer': 'The others will cheer Cameron'}, {'answer': 'send people home'}, {'answer': 'send people home'}, {'answer': 'send people home'}, {'answer': 'send people home'}]","[{'feedback': ""This one might depend on Cameron's personality. I try to take the high road in answering questions like these.""}]",send people home,"{'The others will cheer Cameron': 1, 'send people home': 4}"
935e0c2f-7cfb-4c2f-980e-3387de31d3c2,Carson was at a friend's house playing video games to get away from his arguing parents.,What does Carson need to do before this?,"[{'answer': 'run over to his friends house'}, {'answer': 'stretch out the time at their friends'}, {'answer': 'run over to his friends house'}, {'answer': 'run over to his friends house'}, {'answer': 'run over to his friends house'}]",[],run over to his friends house,"{'run over to his friends house': 4, 'stretch out the time at their friends': 1}"
642f2f52-53b3-4f7b-a04d-15fa6089682a,Bailey picked out her baby's name months ago and was ready to give birth.,How would you describe Bailey?,"[{'answer': 'happy with motherhood'}, {'answer': 'happy with motherhood'}, {'answer': 'relieved that the process was over'}, {'answer': 'happy with motherhood'}, {'answer': 'happy with motherhood'}]","[{'feedback': 'This could be a or b. The stated context does not provide enough information to know. I chose the more optimistic answer.'}, {'feedback': 'I read the question as Bailey excitedly decided on a name, and was eagerly awaiting the birth.'}]",happy with motherhood,"{'happy with motherhood': 4, 'relieved that the process was over': 1}"
442ed945-60db-4184-b6d8-486a33dbe138,"Not wanting to raise too much consternation, Jesse ultimately believed every word.",What will Others want to do next?,"[{'answer': 'work with Jesse'}, {'answer': 'work with Jesse'}, {'answer': 'work with Jesse'}, {'answer': 'work with Jesse'}, {'answer': 'work with Jesse'}]",[{'feedback': 'I would want to find out why Jesse was so easily influenced and what he/she really thought and go from there. '}],work with Jesse,{'work with Jesse': 5}
97bdf0d5-05a2-465e-8998-c2f6a5f34fb8,Taylor filled Kai's mind because of the way he made her laugh and smile.,What will Taylor want to do next?,"[{'answer': 'ask out Kai'}, {'answer': 'ask out Kai'}, {'answer': 'ask out Kai'}, {'answer': 'ask out Kai'}, {'answer': 'ask out Kai'}]","[{'feedback': ""It's not clear who he and her are. it's ambiguous the way the sentence is constructed. I chose to read it as Taylor being the he.""}]",ask out Kai,{'ask out Kai': 5}
2cb9a343-dae3-4083-81f7-81052306f69c,"Carson turned the music up. His friend asked him to turn it down and Carson asked ""turn down for what?"" and turned it up louder.",What did Carson do?,"[{'answer': 'listened to very loud music'}, {'answer': 'listened to very loud music'}, {'answer': 'listened to very loud music'}, {'answer': 'listened to very loud music'}, {'answer': 'listened to very loud music'}]",[],listened to very loud music,{'listened to very loud music': 5}
fac74ad0-6247-4cbc-878b-98ffb1fae927,Skylar wore it to school to show his school spirit on game day.,Why did Skylar do this?,"[{'answer': 'did this to fit in'}, {'answer': 'cheer for his team'}, {'answer': 'cheer for his team'}, {'answer': 'cheer for his team'}, {'answer': 'cheer for his team'}]",[],cheer for his team,"{'did this to fit in': 1, 'cheer for his team': 4}"
5533000c-f2d4-4ec8-8c2b-88e51f312413,jan went to the same school for years so she was best friends with a girl.,What will Others want to do next?,"[{'answer': 'make sure they kept up their relationship'}, {'answer': 'appreciate jan'}, {'answer': 'make sure they kept up their relationship'}, {'answer': 'make sure they kept up their relationship'}, {'answer': 'make sure they kept up their relationship'}]","[{'feedback': ""Slightly confusing, didn't see a clear answer.""}]",appreciate jan,"{'make sure they kept up their relationship': 4, 'appreciate jan': 1}"
42bb7925-5bd9-486f-9373-a457870a27f7,Lee gave birth to twins when she was at the hospital.,What will Lee want to do next?,"[{'answer': 'see her twins'}, {'answer': 'see her twins'}, {'answer': 'see her twins'}, {'answer': 'see her twins'}, {'answer': 'see her twins'}]",[],see her twins,{'see her twins': 5}
68968d11-6ff0-43b6-a916-1238542e1993,"Jan went out with Quinn's friends, but left because they had work in the morning.",Why did Jan do this?,"[{'answer': 'get enough sleep'}, {'answer': 'drive to her home'}, {'answer': 'get enough sleep'}, {'answer': 'get enough sleep'}, {'answer': 'get enough sleep'}]",[],get enough sleep,"{'get enough sleep': 4, 'drive to her home': 1}"
ca834b29-b64b-4439-9d7c-5858c9a088c6,Riley is the most popular student in the school.,What will Others want to do next?,"[{'answer': ""join Riley's gang""}, {'answer': ""join Riley's gang""}, {'answer': ""join Riley's gang""}, {'answer': ""join Riley's gang""}, {'answer': ""join Riley's gang""}]","[{'feedback': 'I don\'t think any of the answers will occur. Some people always want to be associated with the most popular kids and others don\'t. The first two answers might be something Riley would do based on his/her popularity, not the ""Others.""'}, {'feedback': 'I assume others would like to be friends with Riley.'}]",join Riley's gang,"{""join Riley's gang"": 5}"
8d8c6305-9239-41a6-998a-a94f4e0f59a2,Skylar put her daughters mind at ease after she claimed to see a creature in her room.,How would the daughter feel as a result?,"[{'answer': 'more brave'}, {'answer': 'more brave'}, {'answer': 'more brave'}, {'answer': 'more brave'}, {'answer': 'more brave'}]",[],more brave,{'more brave': 5}
9887508f-7b5d-4ce3-b96a-bc5f621034b2,Remy challenged them to a game of racquetball at the local YMCA gym.,Why did Remy do this?,"[{'answer': 'was bored and decided to gather some people for a good game of racquetball'}, {'answer': 'was bored and decided to gather some people for a good game of racquetball'}, {'answer': 'was bored and decided to gather some people for a good game of racquetball'}, {'answer': 'was bored and decided to gather some people for a good game of racquetball'}, {'answer': 'win the game'}]","[{'feedback': ""Since they were 'challenged' I assumed it was not done because Remy was bored.""}]",was bored and decided to gather some people for a good game of racquetball,"{'was bored and decided to gather some people for a good game of racquetball': 4, 'win the game': 1}"
d7ff25f1-e51f-4619-bcda-abe5073aff79,Riley layered down their arms with a blanket to keep warm.,What does Riley need to do before this?,"[{'answer': 'get a blanket from the closet'}, {'answer': 'get a blanket from the closet'}, {'answer': 'get a blanket from the closet'}, {'answer': 'get a blanket from the closet'}, {'answer': 'get a blanket from the closet'}]",[],get a blanket from the closet,{'get a blanket from the closet': 5}
8881c260-9d0f-4da5-bdcc-c0fa647b69cf,Sasha wetted the bed because they had a bad dream.,How would Sasha feel afterwards?,"[{'answer': 'the need to clean up right away'}, {'answer': 'the need to clean up right away'}, {'answer': 'the need to clean up right away'}, {'answer': 'the need to clean up right away'}, {'answer': 'has insecurities'}]","[{'feedback': 'I answered like I would if it were me. Someone else might feel insecure or just had a weak bladder.'}, {'feedback': 'I assumed Sasha would wake up and feel insecure and ashamed for bedwetting.'}]",the need to clean up right away,"{'the need to clean up right away': 4, 'has insecurities': 1}"
b85660f2-7320-48ff-a3e9-be90f7bbdc2a,"Robin had a hard time understanding the concept, so she let Carson explain it more thoroughly.",How would Carson feel as a result?,"[{'answer': 'ready to work'}, {'answer': ""frustrated that Robin didn't understand""}, {'answer': 'ready to work'}, {'answer': ""frustrated that Robin didn't understand""}, {'answer': ""frustrated that Robin didn't understand""}, {'answer': ""frustrated that Robin didn't understand""}, {'answer': 'ready to work'}, {'answer': ""frustrated that Robin didn't understand""}, {'answer': ""frustrated that Robin didn't understand""}, {'answer': 'ready to work'}]",[],frustrated that Robin didn't understand,"{'ready to work': 4, ""frustrated that Robin didn't understand"": 6}"
f0de59c1-13d3-4ab6-b9d5-a09b8ace801d,Robin let Carson explain themself to the authorities so that they could best understand the situation.,What does Robin need to do before this?,"[{'answer': 'figure out what was happening'}, {'answer': 'be honest'}, {'answer': 'figure out what was happening'}, {'answer': 'figure out what was happening'}, {'answer': 'figure out what was happening'}]",[],figure out what was happening,"{'figure out what was happening': 4, 'be honest': 1}"
b173ed48-82ff-4a49-985f-f92ad6a0264a,Kai went to the movies and saw the new Lee movie.,What will happen to Kai?,"[{'answer': 'enjoy the movie she went to see'}, {'answer': 'enjoy the movie she went to see'}, {'answer': 'enjoy the movie she went to see'}, {'answer': 'enjoy the movie she went to see'}, {'answer': 'enjoy the movie she went to see'}]",[],enjoy the movie she went to see,{'enjoy the movie she went to see': 5}
c9980422-6038-4ed3-ab3e-24b725d4468b,Jesse showed Sydney's friends how to bake a cake but it was left in the oven too long and burned.,What will Jesse want to do next?,"[{'answer': 'Bake a new cake'}, {'answer': 'Bake a new cake'}, {'answer': 'Bake a new cake'}, {'answer': 'Bake a new cake'}, {'answer': 'Bake a new cake'}]",[],Bake a new cake,{'Bake a new cake': 5}
547b15f6-17ef-4a5e-a25f-5ab00b5e73d4,Casey wrapped her hands around Sasha and they hugged goodbye before leaving.,How would Sasha feel as a result?,"[{'answer': 'sad to say goodbye'}, {'answer': 'warm and affectionate'}, {'answer': 'warm and affectionate'}, {'answer': 'sad to say goodbye'}, {'answer': 'sad to say goodbye'}, {'answer': 'warm and affectionate'}, {'answer': 'sad to say goodbye'}, {'answer': 'warm and affectionate'}, {'answer': 'sad to say goodbye'}, {'answer': 'sad to say goodbye'}]",[],warm and affectionate,"{'sad to say goodbye': 6, 'warm and affectionate': 4}"
910ec731-e4eb-4bef-84c4-a6eb2f5c143c,Quinn got a new job in a different town so they moved to a new house.,What will Quinn want to do next?,"[{'answer': 'unpack his things'}, {'answer': 'unpack his things'}, {'answer': 'unpack his things'}, {'answer': 'unpack his things'}, {'answer': 'unpack his things'}]",[],unpack his things,{'unpack his things': 5}
28a5ea9c-6796-4d04-9abf-751b23057c56,"After graduating high school and being accepted to college, Casey decided to study philosophy, because Casey valued ethics highly.",What does Casey need to do before this?,"[{'answer': 'needed to register for the program'}, {'answer': 'needed to register for the program'}, {'answer': 'needed to register for the program'}, {'answer': 'needed to register for the program'}, {'answer': 'needed to register for the program'}]",[],needed to register for the program,{'needed to register for the program': 5}
0ea98469-db83-408b-97af-58e641430952,Cameron took Kai's complaints seriously after Kai came to her crying about the event.,What will Cameron want to do next?,"[{'answer': 'investigate the matter'}, {'answer': 'investigate the matter'}, {'answer': 'investigate the matter'}, {'answer': 'investigate the matter'}, {'answer': 'investigate the matter'}]",[],investigate the matter,{'investigate the matter': 5}
0907ce27-8ede-46ab-9cad-8f3cebd90a7f,Bailey was a good basketball player who had a special shot in their arsenal.,What does Bailey need to do before this?,"[{'answer': 'practice more'}, {'answer': 'practice more'}, {'answer': 'practice more'}, {'answer': 'practice more'}, {'answer': 'practice more'}]",[{'feedback': 'Slightly confusing question. None of the answers seemed to correlate to the special shot to me.'}],practice more,{'practice more': 5}
aafd8ee8-2d5e-475d-877c-cc2d7978437b,Remy moved to a new city. They made more friends.,Why did Remy do this?,"[{'answer': 'travel to the new city'}, {'answer': 'wanted to influence people'}, {'answer': 'wanted to influence people'}, {'answer': 'wanted to influence people'}, {'answer': 'travel to the new city'}, {'answer': 'travel to the new city'}, {'answer': 'travel to the new city'}, {'answer': 'wanted to influence people'}, {'answer': 'travel to the new city'}, {'answer': 'travel to the new city'}]",[],travel to the new city,"{'travel to the new city': 6, 'wanted to influence people': 4}"
26cbe265-58a3-42d7-a5da-a8be7bfbabf3,Robin was paralyzed and was unable to respond on their own.,What will Carson want to do next?,"[{'answer': 'find an alternative'}, {'answer': ""raise Robin's hand""}, {'answer': 'abandon Robin'}, {'answer': ""raise Robin's hand""}, {'answer': 'find an alternative'}, {'answer': 'find an alternative'}, {'answer': 'find an alternative'}, {'answer': 'abandon Robin'}, {'answer': 'find an alternative'}, {'answer': 'find an alternative'}]",[{'feedback': 'Assumed it meant Carson was helping Robin respond.'}],raise Robin's hand,"{'find an alternative': 6, ""raise Robin's hand"": 2, 'abandon Robin': 2}"
48899175-8288-4d0c-8267-850eb469f911,jordan wanted to be nice to a girl so he took her to the shoe store.,What does Jordan need to do before this?,"[{'answer': 'ask the girl on a date'}, {'answer': 'ask the girl on a date'}, {'answer': 'be kind'}, {'answer': 'ask the girl on a date'}, {'answer': 'be kind'}, {'answer': 'be kind'}, {'answer': 'ask the girl on a date'}, {'answer': 'be kind'}, {'answer': 'be kind'}, {'answer': 'be kind'}]",[],ask the girl on a date,"{'ask the girl on a date': 4, 'be kind': 6}"
b592a527-5145-42b5-80b2-c786065758a7,Skylar Joined Sasha to wait in line at the movies.,What will Skylar want to do next?,"[{'answer': 'see the movie'}, {'answer': 'see the movie'}, {'answer': 'see the movie'}, {'answer': 'see the movie'}, {'answer': 'see the movie'}]",[],see the movie,{'see the movie': 5}
86b8ca87-8622-4b24-bf8a-c48396693d49,Robin's plane just landed so Cameron picked them up from the airport.,How would Cameron feel afterwards?,"[{'answer': 'helpful'}, {'answer': 'helpful'}, {'answer': 'helpful'}, {'answer': 'helpful'}, {'answer': 'helpful'}]",[],helpful,{'helpful': 5}
a2f03dda-3df9-4252-91ef-e34c2ebbc637,taylor just got hired but he was already best friends with a co-worker.,How would Others feel as a result?,"[{'answer': 'jealous'}, {'answer': 'happy'}, {'answer': 'jealous'}, {'answer': 'happy'}, {'answer': 'happy'}, {'answer': 'jealous'}, {'answer': 'jealous'}, {'answer': 'jealous'}, {'answer': 'ready to work'}, {'answer': 'ready to work'}]",[],jealous,"{'jealous': 5, 'happy': 3, 'ready to work': 2}"
c2c6efd6-bd6f-4817-ad8d-bee8c9872fb0,Jenny wanted to found out what happened to Quinn's leg and read Quinn's book about his travels where he discussed his accident later in the first chapter.,How would Jenny feel as a result?,"[{'answer': 'satisfied'}, {'answer': 'satisfied'}, {'answer': 'satisfied'}, {'answer': 'satisfied'}, {'answer': 'satisfied'}]","[{'feedback': ""Satisfied at finding out about Quinn's accident.""}]",satisfied,{'satisfied': 5}
71886c0a-ab90-4ae5-ac65-d2f2fff0cc01,Taylor attended their father's concert and was very proud of him.,How would Others feel as a result?,"[{'answer': 'they were supportive'}, {'answer': 'they were supportive'}, {'answer': 'they were supportive'}, {'answer': 'they were supportive'}, {'answer': 'they were supportive'}]",[],they were supportive,{'they were supportive': 5}
23fd2546-510f-4498-9db1-2ab93a1a265f,Casey wrapped Sasha's hands around him because they are in a romantic relationship.,How would you describe Casey?,"[{'answer': 'very loving towards Sasha'}, {'answer': 'very loving towards Sasha'}, {'answer': 'very loving towards Sasha'}, {'answer': 'very loving towards Sasha'}, {'answer': 'very loving towards Sasha'}]",[],very loving towards Sasha,{'very loving towards Sasha': 5}
c135a7b8-bd91-416f-b92f-56d1f9f0c301,Aubrey was playing in the mud and got her new shirt dirty.,What will Aubrey want to do next?,"[{'answer': 'put the shirt in the washing machine'}, {'answer': 'put the shirt in the washing machine'}, {'answer': 'put the shirt in the washing machine'}, {'answer': 'put the shirt in the washing machine'}, {'answer': 'put the shirt in the washing machine'}]",[],put the shirt in the washing machine,{'put the shirt in the washing machine': 5}
8a5a7b96-5ab9-4a4b-a8d8-8f7058201751,Kai sat in Austin's lap because she wanted to show him more affection.,What will Austin want to do after?,"[{'answer': 'hug Austin'}, {'answer': 'start kissing Kai'}, {'answer': 'hug Austin'}, {'answer': 'start kissing Kai'}, {'answer': 'start kissing Kai'}, {'answer': 'start kissing Kai'}, {'answer': 'start kissing Kai'}, {'answer': 'start kissing Kai'}, {'answer': 'start kissing Kai'}, {'answer': 'start kissing Kai'}]",[],start kissing Kai,"{'hug Austin': 2, 'start kissing Kai': 8}"
0bdc3dc7-7cbb-4949-89f6-fc18d4675c6d,sasha was asked to join the revolution so sasha fulfilled their purpose.,What does Sasha need to do before this?,"[{'answer': 'motivate people'}, {'answer': 'join the revolution'}, {'answer': 'motivate people'}, {'answer': 'join the revolution'}, {'answer': 'motivate people'}, {'answer': 'motivate people'}, {'answer': 'join the revolution'}, {'answer': 'motivate people'}, {'answer': 'motivate people'}, {'answer': 'join the revolution'}]",[],join the revolution,"{'motivate people': 6, 'join the revolution': 4}"
2a9bd63f-ed15-45ad-8070-07bbeb366b23,"Riley and Sydney are best friends, Riley sold Sydney's painting to the bidder after she stole it from her house.",What will happen to Sydney?,"[{'answer': 'aweful she never expected this'}, {'answer': 'aweful she never expected this'}, {'answer': 'aweful she never expected this'}, {'answer': 'aweful she never expected this'}, {'answer': 'aweful she never expected this'}]",[],aweful she never expected this,{'aweful she never expected this': 5}
91e33eda-0770-45d4-b7b8-db394fa865d6,Addison went fishing and brought her brother with her.,What will Addison want to do next?,"[{'answer': 'bate a hook next'}, {'answer': 'bate a hook next'}, {'answer': 'bate a hook next'}, {'answer': 'bate a hook next'}, {'answer': 'bate a hook next'}]","[{'feedback': 'it should say ""bait""'}]",bate a hook next,{'bate a hook next': 5}
a48d3004-b8f2-42f1-8bd7-5951d201b784,Ash saved the beehive from destruction because honey is good for you.,How would Others feel as a result?,"[{'answer': 'a friend of the environment'}, {'answer': 'a friend of the environment'}, {'answer': 'a friend of the environment'}, {'answer': 'a friend of the environment'}, {'answer': 'quite motivated'}]",[],a friend of the environment,"{'a friend of the environment': 4, 'quite motivated': 1}"
eaa09359-d929-4fec-96ba-84d0f9b7b376,Alex was saving up for a new car. Alex sold books on amazon.,What will Alex want to do next?,"[{'answer': 'save all the money from selling books'}, {'answer': 'save all the money from selling books'}, {'answer': 'save all the money from selling books'}, {'answer': 'save all the money from selling books'}, {'answer': 'save all the money from selling books'}]",[],save all the money from selling books,{'save all the money from selling books': 5}
89777a68-2e00-4d9e-a429-7500c479f152,Aubrey sounded good talking after months of taking speech therapy at her school.,How would Others feel as a result of this?,"[{'answer': 'proud of Aubrey'}, {'answer': 'proud of Aubrey'}, {'answer': 'proud of Aubrey'}, {'answer': 'proud of Aubrey'}, {'answer': 'proud of Aubrey'}]",[],proud of Aubrey,{'proud of Aubrey': 5}
9f149949-abd5-4246-85e4-ea2feaf3f417,Aubrey was a police officer that pulled a driver over for speeding down the highway one day.,What will Aubrey want to do next?,"[{'answer': 'talk to the driver'}, {'answer': 'talk to the driver'}, {'answer': 'talk to the driver'}, {'answer': 'talk to the driver'}, {'answer': 'talk to the driver'}]",[],talk to the driver,{'talk to the driver': 5}
ed4bdf27-c43a-4e78-b565-b75b1aa3583f,Austin blew a huge cloud of smoke into the air in front of all their friends.,Why did Austin do this?,"[{'answer': 'wanted to show off their new vape'}, {'answer': 'wanted to show off their new vape'}, {'answer': 'wanted to show off their new vape'}, {'answer': 'wanted to show off their new vape'}, {'answer': 'wanted to show off their new vape'}]",[],wanted to show off their new vape,{'wanted to show off their new vape': 5}
