id,context,question,answerA,answerA_ratings,answerA_stats,feedback_answerA,answerB,answerB_ratings,answerB_stats,feedback_answerB,answerC,answerC_ratings,answerC_stats,feedback_answerC,gold_label,gold_label_rating
28157933-2b50-4402-af15-d74e07cf792e,Bailey felt bad. He overslept and missed his appointment for the job interview.,What does Bailey need to do before this?,set his alarm clock,"[{'rating': '5 - Very Likely'}, {'rating': '3 - Plausible'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}, {'rating': '3 - Plausible'}]","{'mean': 3.8, 'variance': 1.2, 'std_dev': 1.0954451150103321, 'median': 3}",[],try to reschedule the interview,"[{'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}, {'rating': '3 - Plausible'}, {'rating': '4 - Likely'}, {'rating': '4 - Likely'}]","{'mean': 4, 'variance': 0.5, 'std_dev': 0.7071067811865476, 'median': 4}","[{'feedback': 'The wording of ""before this"" is very odd - I answered this in the sense of ""What does Bailey need to do next"" but ""before this"" is weird.'}, {'feedback': 'The question is phrased odd.  What does Bailey need to do before this?  What is ""this""?  Is this asking what he should do next or is it asking what he should do before he even slept in?'}]",call and apologize,"[{'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 3.8, 'variance': 3.1999999999999997, 'std_dev': 1.7888543819998317, 'median': 5}","[{'feedback': 'the language is vague in a lot of these. before what?'}, {'feedback': ""He can't apologize before making the error""}]",set his alarm clock,3.8
201ee9f7-cd54-40c6-896d-48e42760ca1e,Casey ordered a package with priority shipping but two weeks passed and Casey never received the package.,What will Casey want to do next?,wait for the order,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}]","{'mean': 2.4, 'variance': 0.3, 'std_dev': 0.5477225575051661, 'median': 2}","[{'feedback': ""It's technically possible she'd wait, but after two weeks I bet she is getting very impatient.""}]",make a complaint,"[{'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 4.8, 'variance': 0.19999999999999998, 'std_dev': 0.4472135954999579, 'median': 5}",[],wait another week,"[{'rating': '4 - Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '3 - Plausible'}, {'rating': '3 - Plausible'}]","{'mean': 3, 'variance': 0.5, 'std_dev': 0.7071067811865476, 'median': 3}",[],make a complaint,4.8
acbde7a4-2b3d-452b-808a-36664a053b3b,Sasha was being picked on by her big brother. Sasha got revenge when she popped his tires.,What will Others want to do next?,yell,"[{'rating': '3 - Plausible'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}]","{'mean': 4, 'variance': 1, 'std_dev': 1.0, 'median': 4}","[{'feedback': 'Very likely if Others refers to her brother and most likely her parents'}, {'feedback': 'Tires popping are very loud. I can see a lot of different people yelling for a lot of reasons after hearing them pop.'}]",lock her doors,"[{'rating': '4 - Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2.4, 'variance': 0.8, 'std_dev': 0.8944271909999159, 'median': 2}","[{'feedback': 'I\'m confused who ""others"" are?'}]",hide from her brother,"[{'rating': '3 - Plausible'}, {'rating': '3 - Plausible'}, {'rating': '4 - Likely'}, {'rating': '1 - Impossible'}, {'rating': '3 - Plausible'}]","{'mean': 2.8, 'variance': 1.2, 'std_dev': 1.0954451150103321, 'median': 3}",[{'feedback': 'Not sure if Others meant Sasha '}],yell,4
d6878247-3bcb-406a-9e2c-7657f4cb8995,"Jesse wanted to flunk Bailey for her bad behavior, but Bailey passed Jesse's examination.",What will Bailey want to do next?,complain,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2, 'variance': 0, 'std_dev': 0.0, 'median': 2}","[{'feedback': 'why would she complain if she passed the examination - unless complaining was part of her bad behavior that was previously described'}, {'feedback': ""Since Bailey passed when they shouldn't have, they probably won't complain, but they might if they have a bad personality.""}]",celebrate,"[{'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}]","{'mean': 3.8, 'variance': 1.7, 'std_dev': 1.3038404810405297, 'median': 4}",[],Study for the test,"[{'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '5 - Very Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '4 - Likely'}]","{'mean': 2.8, 'variance': 2.6999999999999997, 'std_dev': 1.6431676725154982, 'median': 2}",[],celebrate,3.8
9803156f-f4ae-4632-832b-d8121b793097,"Jordan wanted to do something special for their spouse on Valentines day, so Jordan decided to have a picnic in the park.",What will Jordan want to do next?,invite their spouse,"[{'rating': '4 - Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 4.2, 'variance': 1.7, 'std_dev': 1.3038404810405297, 'median': 5}","[{'feedback': 'Given the fact Jordan wants to do something special for their spouse and they are at the picnic already, it is quite likely they will invite the spouse.'}]",pack a basket,"[{'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}]","{'mean': 4.4, 'variance': 0.8, 'std_dev': 0.8944271909999159, 'median': 5}",[],eat alone,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}]","{'mean': 1.8, 'variance': 0.2, 'std_dev': 0.4472135954999579, 'median': 2}",[],pack a basket,4.4
75cd21ad-e95a-4013-afa2-3f2bc5c43b50,Bailey was at his friends house one day when the house next door caught on fire.,What will happen to Others?,leave their family in the burning house,"[{'rating': '1 - Impossible'}, {'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2, 'variance': 1, 'std_dev': 1.0, 'median': 2}","[{'feedback': ""As their neighbor's house was burning, not their house, so impossible to leave their family in the burning house ""}, {'feedback': 'Sometimes people have to leave others behind to survive, lest all of them die together'}]",lose their home in the fire,"[{'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '1 - Impossible'}, {'rating': '3 - Plausible'}]","{'mean': 3.2, 'variance': 1.7, 'std_dev': 1.3038404810405297, 'median': 4}",[],set someone else's house on fire,"[{'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2, 'variance': 0.5, 'std_dev': 0.7071067811865476, 'median': 2}",[],lose their home in the fire,3.2
8ed0160d-3131-4a60-af90-30a4b66c797e,"After years of bullying in high school, Sasha graduated at the top of her class and got a great job. Sasha got revenge on the people.",How would you describe Sasha?,bad for bullying her,"[{'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}]","{'mean': 1.2, 'variance': 0.2, 'std_dev': 0.4472135954999579, 'median': 1}","[{'feedback': 'Slightly unclear if Sasha was being bullied or she was the bully - I am presuming she was the one being bullied and therefore I do not see how her success would make her bad'}, {'feedback': '""Bad for bullying her"" doesn\'t describe Sasha, it describes the other people involved.'}]",like they shouldn't of bullied her,"[{'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '4 - Likely'}]","{'mean': 4, 'variance': 0, 'std_dev': 0.0, 'median': 4}",[],a competent person,"[{'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}]","{'mean': 4.6, 'variance': 0.3, 'std_dev': 0.5477225575051661, 'median': 5}",[],a competent person,4.6
cdc8bf5b-540b-431c-97b2-e0e48c51facb,But she didn't want to be on the team so walked off the court.,Why did Aubrey do this?,wanted to spend more time at home,"[{'rating': '4 - Likely'}, {'rating': '1 - Impossible'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '2 - Technically Possible'}]","{'mean': 3.2, 'variance': 2.6999999999999997, 'std_dev': 1.6431676725154982, 'median': 4}","[{'feedback': ""It's very likely Aubrey heard that more time would be required, so she decided to just walk off the court in protest.""}]",wanted to win the championship,"[{'rating': '4 - Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2.6, 'variance': 0.7999999999999999, 'std_dev': 0.8944271909999159, 'median': 2}",[],Being on the team was her big dream,"[{'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}]","{'mean': 1.4, 'variance': 0.3, 'std_dev': 0.5477225575051661, 'median': 1}",[],wanted to spend more time at home,3.2
a5327bc7-7baf-49d9-846a-a55add88d806,"During the speech, Remy gave Casey's interpretation of the situation to the guests.",What does Remy need to do before this?,take detailed notes of Casey's words,"[{'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}, {'rating': '3 - Plausible'}]","{'mean': 3.2, 'variance': 1.2, 'std_dev': 1.0954451150103321, 'median': 3}",[{'feedback': 'It would be very hard for Remy to relay this information witthout notes.'}],send Casey a box of chocolates,"[{'rating': '4 - Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '4 - Likely'}, {'rating': '1 - Impossible'}]","{'mean': 2.6, 'variance': 1.8, 'std_dev': 1.3416407864998738, 'median': 2}",[],call Casey to come to the podium,"[{'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2.2, 'variance': 0.7, 'std_dev': 0.8366600265340756, 'median': 2}",[],take detailed notes of Casey's words,3.2
7434f4ab-af18-40d5-b2de-e7b67f2b3df0,Skylar knew they were nervous and he wanted to ease their minds.,What does Skylar need to do before this?,insult their worries,"[{'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}]","{'mean': 1.8, 'variance': 0.7000000000000001, 'std_dev': 0.8366600265340756, 'median': 2}","[{'feedback': 'Insulting their worries is definitely a strategy Skylar could plausibly employ to ease others minds, but it is not the only one.'}]",put together a strong presentation detailing his ideas on how to proceed,"[{'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}]","{'mean': 4.2, 'variance': 0.7, 'std_dev': 0.8366600265340756, 'median': 4}",[],start acting rashly without thinking ahead,"[{'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 1.8, 'variance': 0.7000000000000001, 'std_dev': 0.8366600265340756, 'median': 2}",[],put together a strong presentation detailing his ideas on how to proceed,4.2
8ec18cc1-6739-42cb-b473-a4949384d49d,Jordan's smoking had negative affects on the health of the children.,What will Others want to do next?,Smoke with Jordan,"[{'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 1.6, 'variance': 0.3, 'std_dev': 0.5477225575051661, 'median': 2}","[{'feedback': 'If others liked causing harm to children, they would want to join Jordan and smoke more. But most people want to help kids, so this is very unlikely.'}]",get better habits,"[{'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '3 - Plausible'}, {'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}]","{'mean': 3, 'variance': 1.5, 'std_dev': 1.224744871391589, 'median': 3}",[],take the children to the doctor,"[{'rating': '2 - Technically Possible'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 4, 'variance': 1.5, 'std_dev': 1.224744871391589, 'median': 4}",[],take the children to the doctor,4
a64635c4-7555-4f1e-bf3f-4b28cc4a71ae,Tracy understood Casey's stance better after they had a long conversation together.,What does Tracy need to do before this?,listen to Tom,"[{'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}]","{'mean': 1.4, 'variance': 0.3, 'std_dev': 0.5477225575051661, 'median': 1}","[{'feedback': 'Technically possible presuming there was a person with them named Tom'}, {'feedback': 'I have no idea who Tom is. Maybe Tracy does need to listen to Tom.'}, {'feedback': ""Doesn't make sense""}]",ask Casey to talk,"[{'rating': '4 - Likely'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 4.2, 'variance': 0.7, 'std_dev': 0.8366600265340756, 'median': 4}",[],understand,"[{'rating': '1 - Impossible'}, {'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}]","{'mean': 2.2, 'variance': 2.6999999999999997, 'std_dev': 1.6431676725154982, 'median': 1}",[],ask Casey to talk,4.2
99540db9-7c3c-4851-80b2-64f2de44d5dd,Bailey asked Alex to send them the pdf for the school project but Alex never did.,What will happen to Bailey?,blame Alex,"[{'rating': '5 - Very Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 4.4, 'variance': 1.8, 'std_dev': 1.3416407864998738, 'median': 5}","[{'feedback': ""Alex didn't do their job, so it's very likely that's Bailey's next move.""}]",lash out at Alex,"[{'rating': '4 - Likely'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}]","{'mean': 2.8, 'variance': 0.7, 'std_dev': 0.8366600265340756, 'median': 3}",[],have to start over,"[{'rating': '3 - Plausible'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}, {'rating': '3 - Plausible'}, {'rating': '4 - Likely'}]","{'mean': 3.6, 'variance': 0.7999999999999999, 'std_dev': 0.8944271909999159, 'median': 3}",[],blame Alex,4.4
60e68f85-2834-4011-8b38-bfc66314cb2f,Carson's friend wanted something sweet to drink. Carson gave their friend some milk.,What will happen to Carson?,talk to the friend,"[{'rating': '2 - Technically Possible'}, {'rating': '4 - Likely'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}]","{'mean': 3.6, 'variance': 1.3, 'std_dev': 1.140175425099138, 'median': 4}","[{'feedback': ""While you don't always talk to someone after giving them something, there is usually a conversation that follows. Very likely scenario.""}]",ask for milk,"[{'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}]","{'mean': 2.6, 'variance': 1.8, 'std_dev': 1.3416407864998738, 'median': 2}",[],milk a cow,"[{'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}]","{'mean': 1.4, 'variance': 0.3, 'std_dev': 0.5477225575051661, 'median': 1}",[],talk to the friend,3.6
03cbc0e0-09e6-442d-a4d6-e569aeaec3f2,Jordan won a car when they entered a raffle.,What will Jordan want to do next?,put the car in the garage,"[{'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}]","{'mean': 4.6, 'variance': 0.3, 'std_dev': 0.5477225575051661, 'median': 5}",[{'feedback': 'It is very likely someone will store a car in a garage.'}],buy a ticket,"[{'rating': '2 - Technically Possible'}, {'rating': '4 - Likely'}, {'rating': '1 - Impossible'}, {'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}]","{'mean': 2.2, 'variance': 1.7, 'std_dev': 1.3038404810405297, 'median': 2}",[],pay taxes on the car they won,"[{'rating': '3 - Plausible'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 4.2, 'variance': 0.7, 'std_dev': 0.8366600265340756, 'median': 4}",[],put the car in the garage,4.6
540d9318-d5be-459a-b1b8-e90075e7b93e,Riley told Lee to stay at work a little later that night.,What will happen to Lee?,he will quit,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2.2, 'variance': 0.19999999999999998, 'std_dev': 0.4472135954999579, 'median': 2}","[{'feedback': 'While it is possible Lee would quit, working late one night is probably not going to be the sole factor that makes Lee quit.'}]",he will make money,"[{'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 4.2, 'variance': 0.19999999999999998, 'std_dev': 0.4472135954999579, 'median': 4}",[],make sure lee stays at work,"[{'rating': '1 - Impossible'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}, {'rating': '1 - Impossible'}, {'rating': '5 - Very Likely'}]","{'mean': 3.2, 'variance': 4.2, 'std_dev': 2.04939015319192, 'median': 4}",[],he will make money,4.2
9537ee05-9cae-4993-90fe-647629913711,Jesse set Robin's case on fire. Robin was very angry and called the cops on her.,What will happen to Jesse?,go to heaven,"[{'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 1.8, 'variance': 0.2, 'std_dev': 0.4472135954999579, 'median': 2}","[{'feedback': ""Jesse might somehow die in this scenario, but I hope the cops don't kill her.""}]",get revenge,"[{'rating': '4 - Likely'}, {'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2.4, 'variance': 1.3, 'std_dev': 1.140175425099138, 'median': 2}",[],go to jail,"[{'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}]","{'mean': 4, 'variance': 1, 'std_dev': 1.0, 'median': 4}",[],go to jail,4
7b1d7f7d-d968-4e60-868e-3ca934156588,Kai knew that things were getting out of control and managed to keep his temper in check.,How would Others feel as a result?,relieved,"[{'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '4 - Likely'}]","{'mean': 4.2, 'variance': 0.19999999999999998, 'std_dev': 0.4472135954999579, 'median': 4}",[{'feedback': 'Feeling relief after seeing someone calm down is natural and expected.'}],anxious,"[{'rating': '4 - Likely'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '4 - Likely'}, {'rating': '2 - Technically Possible'}]","{'mean': 2.8, 'variance': 1.2, 'std_dev': 1.0954451150103321, 'median': 2}",[],scared,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}]","{'mean': 2.2, 'variance': 0.19999999999999998, 'std_dev': 0.4472135954999579, 'median': 2}",[],relieved,4.2
d7715a8d-be41-4d89-ab1c-c01ece9c0cd9,Sasha spent Austin's money trying to win a prize even when the odds were stacked against her.,What will Austin want to do next?,yell at Sasha for doing that,"[{'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 3.8, 'variance': 3.1999999999999997, 'std_dev': 1.7888543819998317, 'median': 5}",[{'feedback': 'Austin should be angry at Sasha for making stupid decisions.'}],pull out more money,"[{'rating': '4 - Likely'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '4 - Likely'}, {'rating': '1 - Impossible'}]","{'mean': 2.4, 'variance': 2.3000000000000003, 'std_dev': 1.5165750888103102, 'median': 2}",[],take a loan out to play more,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2.2, 'variance': 0.19999999999999998, 'std_dev': 0.4472135954999579, 'median': 2}",[],yell at Sasha for doing that,3.8
85e5372c-d09c-4447-8646-a97cc265e1e0,Robin built a snowman in the snow and gave it a new name.,What will Robin want to do next?,get angry,"[{'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2, 'variance': 0.5, 'std_dev': 0.7071067811865476, 'median': 2}","[{'feedback': ""It's possible Robin could get angry next, I have no idea what she's thinking about or why she built the snowman or what name she gave it.""}]",destroy it,"[{'rating': '4 - Likely'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}]","{'mean': 2, 'variance': 1.5, 'std_dev': 1.224744871391589, 'median': 2}",[],put a carrot in the nose,"[{'rating': '4 - Likely'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}, {'rating': '1 - Impossible'}, {'rating': '4 - Likely'}]","{'mean': 3.4, 'variance': 2.3000000000000003, 'std_dev': 1.5165750888103102, 'median': 4}",[],put a carrot in the nose,3.4
f827a7a2-bc57-419b-bce5-95ec7c96790a,Kendall said that nobody was to use their phone. Jesse used Kendall's phone anyway.,What will Kendall want to do next?,steal Kendall's phone,"[{'rating': '3 - Plausible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}]","{'mean': 2, 'variance': 1, 'std_dev': 1.0, 'median': 2}",[],compliment Jesse,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}]","{'mean': 1.6, 'variance': 0.3, 'std_dev': 0.5477225575051661, 'median': 2}",[{'feedback': ' '}],lock their phone,"[{'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 5, 'variance': 0, 'std_dev': 0.0, 'median': 5}",[],lock their phone,5
fa752591-f871-43e2-92d6-891b5610e1b5,"Ash was nervous, and cringed when they missed a step, but knew that the best thing to do is push forward. They earned a standing ovation.",Why did Ash do this?,Do it perfectly or not at all,"[{'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '4 - Likely'}]","{'mean': 2.4, 'variance': 1.3, 'std_dev': 1.140175425099138, 'median': 2}",[],Prove they could do it,"[{'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 4.8, 'variance': 0.19999999999999998, 'std_dev': 0.4472135954999579, 'median': 5}",[],Quit while they were ahead,"[{'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '2 - Technically Possible'}]","{'mean': 1.2, 'variance': 0.2, 'std_dev': 0.4472135954999579, 'median': 1}",[],Prove they could do it,4.8
077924d4-1d22-4f91-945f-714105222374,Cameron wasted money on an expensive handbag.,Why did Cameron do this?,regret her actions,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2, 'variance': 0, 'std_dev': 0.0, 'median': 2}","[{'feedback': ""I don't see how the motivation could be to regret their actions.""}]",buy a status item,"[{'rating': '4 - Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}]","{'mean': 4.4, 'variance': 0.8, 'std_dev': 0.8944271909999159, 'median': 5}",[{'feedback': ' '}],resent her waste,"[{'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}]","{'mean': 1.2, 'variance': 0.2, 'std_dev': 0.4472135954999579, 'median': 1}","[{'feedback': ""The answer doesn't make sense, it doesn't explain why""}]",buy a status item,4.4
cc114aa3-7599-4d8f-9772-37fc8c92c53b,Quinn murdered Remy's wife while Remy was away on a business trip.,How would Quinn feel afterwards?,guilty,"[{'rating': '5 - Very Likely'}, {'rating': '3 - Plausible'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}, {'rating': '5 - Very Likely'}]","{'mean': 4.6, 'variance': 0.7999999999999999, 'std_dev': 0.8944271909999159, 'median': 5}",[],like a good person,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}]","{'mean': 2, 'variance': 0.5, 'std_dev': 0.7071067811865476, 'median': 2}","[{'feedback': ' '}, {'feedback': 'Quinn may not be mentally sound and think that their actions were a good thing.'}]",sad,"[{'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2.2, 'variance': 0.19999999999999998, 'std_dev': 0.4472135954999579, 'median': 2}",[],guilty,4.6
fd26bef3-9c4f-4b26-ae5f-db3fe47a64cf,Aubrey helped Alex with a task.,What will Alex want to do next?,give Aubrey a hug,"[{'rating': '4 - Likely'}, {'rating': '3 - Plausible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}]","{'mean': 3, 'variance': 0.5, 'std_dev': 0.7071067811865476, 'median': 3}",[],Tell her she accepts,"[{'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '1 - Impossible'}, {'rating': '1 - Impossible'}, {'rating': '5 - Very Likely'}]","{'mean': 2.2, 'variance': 2.7, 'std_dev': 1.6431676725154984, 'median': 2}","[{'feedback': ""You can't accept help for a task after the fact.""}]",walk away from Aubrey,"[{'rating': '2 - Technically Possible'}, {'rating': '3 - Plausible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}, {'rating': '2 - Technically Possible'}]","{'mean': 2.2, 'variance': 0.19999999999999998, 'std_dev': 0.4472135954999579, 'median': 2}",[],give Aubrey a hug,3
