id,question,answer_picked,feedback,original_gold_label,votes_distribution
9c3368d3-164a-40cb-be96-e741f7cab45c,What probably has a lot of dust in the back?,"[{'answer': 'shelf'}, {'answer': 'corner'}, {'answer': 'closet'}, {'answer': 'shelf'}, {'answer': 'closet'}, {'answer': 'shelf'}, {'answer': 'closet'}, {'answer': 'corner'}, {'answer': 'shelf'}, {'answer': 'shelf'}]","[{'feedback': 'The options corner and shelf came close, but I think that closet is the most commonsense answer because closet is usually an actual room where dust will definitely accumulate in the back of it!'}]",closet,"{'shelf': 5, 'corner': 2, 'closet': 3}"
9ec675b3-8c94-4f46-b5b0-cbf5d7ec95e7,"James and Holly went dancing together. As they danced, he  pressed himself against her what?","[{'answer': 'moving body'}, {'answer': 'moving body'}, {'answer': 'moving body'}, {'answer': 'moving body'}, {'answer': 'moving body'}]",[],moving body,{'moving body': 5}
040830e0-8475-4085-ab71-46843b8eb635,"If you have a ticket and you are planning to eat hot dogs, where would you go?","[{'answer': 'baseball stadium'}, {'answer': 'baseball stadium'}, {'answer': 'baseball stadium'}, {'answer': 'baseball stadium'}, {'answer': 'baseball stadium'}]",[],baseball stadium,{'baseball stadium': 5}
7d5ebe28-2754-40c4-92ee-56baca35b27e,Why do most people take a quick rest during the day?,"[{'answer': 'regenerate'}, {'answer': 'feel more energetic'}, {'answer': 'feel more energetic'}, {'answer': 'regenerate'}, {'answer': 'feel more energetic'}, {'answer': 'feel more energetic'}, {'answer': 'weak'}, {'answer': 'feel more energetic'}, {'answer': 'hungry'}, {'answer': 'regenerate'}]","[{'feedback': 'The best choice is feel more energetic, even though the answers need to and regenerate would be good answers as well!'}, {'feedback': 'Many answers work here. '}]",feel more energetic,"{'regenerate': 3, 'feel more energetic': 5, 'weak': 1, 'hungry': 1}"
75434eb6-0e66-4e21-8927-344ecf3d250f,"Billy lived in the capital of his country, then he moved.  Where might he move to?","[{'answer': 'small town'}, {'answer': 'small town'}, {'answer': 'small town'}, {'answer': 'small town'}, {'answer': 'small town'}]",[],small town,{'small town': 5}
bcf8866f-10f3-43f1-b5ab-04524a829a3c,What do you go to see for live entertainment?,"[{'answer': 'show'}, {'answer': 'concert venue'}, {'answer': 'concert venue'}, {'answer': 'show'}, {'answer': 'concert venue'}, {'answer': 'show'}, {'answer': 'concert venue'}, {'answer': 'show'}, {'answer': 'theatre'}, {'answer': 'show'}]","[{'feedback': 'Concert venue is the best answer here, but show and theatre are also good answers because both of them may also feature live entertainment!'}]",show,"{'show': 5, 'concert venue': 4, 'theatre': 1}"
94e05fe8-0dd7-4715-9c63-1747b5905061,James noticed that his penis was bigger. .  How might he act toward his plastic surgeon?,"[{'answer': 'effusive'}, {'answer': 'enabled'}, {'answer': 'effusive'}, {'answer': 'apathetic'}, {'answer': 'effusive'}, {'answer': 'enabled'}, {'answer': 'detestable'}, {'answer': 'effusive'}, {'answer': 'effusive'}, {'answer': 'detestable'}]",[],effusive,"{'effusive': 5, 'enabled': 2, 'apathetic': 1, 'detestable': 2}"
d5adb853-1671-44e8-92a8-8ea682274264,Where could you find hundreds of thousands of home?,"[{'answer': 'city or town'}, {'answer': 'city or town'}, {'answer': 'city or town'}, {'answer': 'neighborhood'}, {'answer': 'city or town'}]",[],city or town,"{'city or town': 4, 'neighborhood': 1}"
98a78bdc-faa0-437d-a5e8-1039ab94f983,What is a salesman responsible to do at work?,"[{'answer': 'sell products'}, {'answer': 'sell products'}, {'answer': 'sell products'}, {'answer': 'sell products'}, {'answer': 'sell products'}]",[],sell products,{'sell products': 5}
36ec6479-a0a7-4f87-9b66-84497ce53b7f,What do people do when networking?,"[{'answer': 'build trust'}, {'answer': 'build trust'}, {'answer': 'build trust'}, {'answer': 'build trust'}, {'answer': 'build trust'}]",[],build trust,{'build trust': 5}
d88c057f-4c7a-421e-8646-d93aa22959b8,What is a form of anaerobic exercising?,"[{'answer': 'lift weights'}, {'answer': 'lift weights'}, {'answer': 'lift weights'}, {'answer': 'lift weights'}, {'answer': 'lift weights'}]",[],run,{'lift weights': 5}
e056a77a-33d5-4c96-8db4-14771082a80c,How are the conditions for someone who is living in a homeless shelter?,"[{'answer': 'sometimes bad'}, {'answer': 'sometimes bad'}, {'answer': 'sometimes bad'}, {'answer': 'sometimes bad'}, {'answer': 'sometimes bad'}]",[],sometimes bad,{'sometimes bad': 5}
f1f17c5b-9eb0-4e53-bb65-ca0b606702d6,What would you need if you want to smoke?,"[{'answer': 'roll joint'}, {'answer': 'cigarette'}, {'answer': 'cigarette'}, {'answer': 'cigarette'}, {'answer': 'cigarette'}]","[{'feedback': 'Cigarette is the best answer here, but roll a joint is also a good answer for this question!'}]",cigarette,"{'roll joint': 1, 'cigarette': 4}"
f2f7f57e-1e5d-4e06-8537-27747bc7de92,What room would you find many bookcases and is used for contemplation?,"[{'answer': 'study'}, {'answer': 'den'}, {'answer': 'study'}, {'answer': 'study'}, {'answer': 'study'}]",[],study,"{'study': 4, 'den': 1}"
c808fe1d-96f9-44c5-bdf6-b2c2667debed,What do people do when they don't understand something?,"[{'answer': 'ask questions'}, {'answer': 'ask questions'}, {'answer': 'ask questions'}, {'answer': 'ask questions'}, {'answer': 'ask questions'}]",[],ask questions,{'ask questions': 5}
a5e715fa-9e90-4668-a570-a7adb4d670a8,"The teacher knew her students understood division, what was she hoping they would learn next?","[{'answer': 'multiplication'}, {'answer': 'multiplication'}, {'answer': 'multiplication'}, {'answer': 'multiplication'}, {'answer': 'multiplication'}]",[],multiplication,{'multiplication': 5}
1ef3d30d-5a3e-4d11-9183-84d418be5158,What do you do when you're in a new place and want to see new things?,"[{'answer': 'look around'}, {'answer': 'look around'}, {'answer': 'new experience'}, {'answer': 'look around'}, {'answer': 'look around'}]",[],look around,"{'look around': 4, 'new experience': 1}"
6cc7e45e-d741-42e4-9c28-6d7473ebb7b1,Where would you find gazelle under a G?,"[{'answer': 'encyclopedia'}, {'answer': 'dictionary'}, {'answer': 'dictionary'}, {'answer': 'dictionary'}, {'answer': 'dictionary'}]","[{'feedback': 'I feel like both dictionary and encyclopedia are correct'}, {'feedback': 'The best answer is dictionary, even though encyclopedia is also a good answer!'}]",encyclopedia,"{'encyclopedia': 1, 'dictionary': 4}"
5e3b245e-46a1-477e-86b5-2d33dbe57ecf,"Though she had a disability, what did her encouraging and positive coach see in her?","[{'answer': 'potential'}, {'answer': 'potential'}, {'answer': 'potential'}, {'answer': 'potential'}, {'answer': 'strength'}]","[{'feedback': 'The best answer is strength, but potential would also be a good answer for this question!'}]",potential,"{'potential': 4, 'strength': 1}"
2d4a32d6-2fb6-41d2-adfb-41c65d7c13a3,James knew that he shouldn't have been buying beer for minors.  He didn't even get paid for it.  Why was this bad?,"[{'answer': 'broken law'}, {'answer': 'broken law'}, {'answer': 'broken law'}, {'answer': 'broken law'}, {'answer': 'broken law'}]",[],broken law,{'broken law': 5}
7244c781-558e-4fb5-924a-62cb3bbde12c,When going to sleep what happens to your body?,"[{'answer': 'relaxation'}, {'answer': 'relaxation'}, {'answer': 'dreaming'}, {'answer': 'latency'}, {'answer': 'relaxation'}, {'answer': 'relaxation'}, {'answer': 'dreams'}, {'answer': 'relaxation'}, {'answer': 'relaxation'}, {'answer': 'relaxation'}]","[{'feedback': 'Relaxation is the best answer here, but snoring, dreams, and dreaming would also be good answers for this question (but I think that they are a more specific reaction as opposed to relaxation which would involve the whole body)!'}]",relaxation,"{'relaxation': 7, 'dreaming': 1, 'latency': 1, 'dreams': 1}"
40cefe6c-ad81-4738-b8d3-3426b01659c5,A person would join a trade school for finding information related to what?,"[{'answer': 'gaining knowledge'}, {'answer': 'gaining knowledge'}, {'answer': 'gaining knowledge'}, {'answer': 'gaining knowledge'}, {'answer': 'gaining knowledge'}]","[{'feedback': 'Gaining knowledge is the best answer here, but understanding of is also related to finding information!'}]",gaining knowledge,{'gaining knowledge': 5}
3afca85c-6399-4cae-aa76-bddbe84458e9,"Setting up framing, truss and beam are some of the first steps in what?","[{'answer': 'new construction'}, {'answer': 'new construction'}, {'answer': 'new construction'}, {'answer': 'new construction'}, {'answer': 'new construction'}]",[],new construction,{'new construction': 5}
443f5ff0-f364-4b41-8d7d-fe0249f68211,Where is the large area location of the empire state building?,"[{'answer': 'new york city'}, {'answer': 'new york city'}, {'answer': 'new york city'}, {'answer': 'new york city'}, {'answer': 'manhattan'}]",[{'feedback': 'The best answer is Manhattan because that is the part of New York City where the Empire State building is located - but Fifth Avenue is a good answer because that is avenue on which it is found! '}],new york city,"{'new york city': 4, 'manhattan': 1}"
f5a8f3c2-6862-4b4d-b5cf-0c971a55188b,"If a car-less person want to listen to talk radio in private, where might they listen to it?","[{'answer': 'bedroom'}, {'answer': 'bedroom'}, {'answer': 'bedroom'}, {'answer': 'bedroom'}, {'answer': 'bedroom'}]",[],bedroom,{'bedroom': 5}
92ddb069-a6b0-43d7-8177-b6b0408e6504,What kind of food makes someone sick?,"[{'answer': 'unhealthy'}, {'answer': 'unhealthy'}, {'answer': 'unhealthy'}, {'answer': 'unhealthy'}, {'answer': 'unhealthy'}]",[],unhealthy,{'unhealthy': 5}
726d4186-c66c-4b32-8125-3a4fa0575dc1,"The man  tried to break the glass in order to make his escape in time, but he could not.  The person in the cat, trying to kill him, did what?","[{'answer': 'accelerate'}, {'answer': 'accelerate'}, {'answer': 'accelerate'}, {'answer': 'accelerate'}, {'answer': 'accelerate'}]",[{'feedback': 'I dont understand the question at all'}],accelerate,{'accelerate': 5}
aa073ba7-b8cd-4c0b-8bd7-2a6a4434a6ef,What can you use to store a book while traveling?,"[{'answer': 'backpack'}, {'answer': 'backpack'}, {'answer': 'backpack'}, {'answer': 'suitcase'}, {'answer': 'suitcase'}, {'answer': 'backpack'}, {'answer': 'backpack'}, {'answer': 'backpack'}, {'answer': 'backpack'}, {'answer': 'backpack'}]","[{'feedback': 'Suitcase is the best answer for this question, but backpack is also good because it also something that you might carry (and may store a book in)  while traveling!'}]",suitcase,"{'backpack': 8, 'suitcase': 2}"
1c4bb49f-94ea-4fd5-bece-927cdb8744e6,John loved to paint houses.  How did he usually do it?,"[{'answer': 'with brush'}, {'answer': 'with brush'}, {'answer': 'with brush'}, {'answer': 'with brush'}, {'answer': 'with brush'}]",[],with brush,{'with brush': 5}
f134d84f-2d0c-4969-a79f-4445f6b574a6,What is a wet person likely to do?,"[{'answer': 'catch cold'}, {'answer': 'catch cold'}, {'answer': 'catch cold'}, {'answer': 'catch cold'}, {'answer': 'catch cold'}]",[],catch cold,{'catch cold': 5}
5e9d1eee-ffc4-42e0-8e87-bdd7d332534e,"The teacher played on the upright piano, she was explaining the song to all the students in the what?","[{'answer': 'music room'}, {'answer': 'music room'}, {'answer': 'music room'}, {'answer': 'music room'}, {'answer': 'music room'}]",[{'feedback': 'Music room is the best answer because that is where teachers usually hold their music lessons for the students!'}],music room,{'music room': 5}
964f5c7e-2949-46e7-a927-5a48f0ce961c,What do you need to wear when hiking?,"[{'answer': 'physical exertion'}, {'answer': 'adventure'}, {'answer': 'physical exertion'}, {'answer': 'shin splints'}, {'answer': 'shin splints'}, {'answer': 'shin splints'}, {'answer': 'shin splints'}, {'answer': 'shin splints'}, {'answer': 'adventure'}, {'answer': 'cast iron stomach'}]","[{'feedback': 'none of these work'}, {'feedback': 'None of the answers seem related'}, {'feedback': 'Shin splints is the best answer because it is the only article of gear listed as an option!'}]",shin splints,"{'physical exertion': 2, 'adventure': 2, 'shin splints': 5, 'cast iron stomach': 1}"
e9817dab-67f3-4679-99bc-c4c3c7c4b803,"The flower grew tall to compete for sunlight, what did its neighbor do?","[{'answer': 'cast shadow'}, {'answer': 'blossom'}, {'answer': 'cast shadow'}, {'answer': 'blossom'}, {'answer': 'cast shadow'}, {'answer': 'cast shadow'}, {'answer': 'cast shadow'}, {'answer': 'open'}, {'answer': 'blossom'}, {'answer': 'blossom'}]",[],cast shadow,"{'cast shadow': 5, 'blossom': 4, 'open': 1}"
00122109-3aad-43d1-8bf1-39d2b9c32132,Where in your home would you keep a ballpoint pen when not in use?,"[{'answer': 'desk drawer'}, {'answer': 'office desk'}, {'answer': 'desk drawer'}, {'answer': 'desk drawer'}, {'answer': 'desk drawer'}]","[{'feedback': 'Desk drawer is the most obvious answer, but office desk is also a good answer as well!'}]",desk drawer,"{'desk drawer': 4, 'office desk': 1}"
9bed2614-9301-4153-9fa6-84fa539adaee,What do humans do to other humans after death?,"[{'answer': 'burial'}, {'answer': 'burial'}, {'answer': 'burial'}, {'answer': 'burial'}, {'answer': 'burial'}]",[],burial,{'burial': 5}
89e99155-4b59-4c60-a637-af082945bc02,Sage loved communicating  He liked doing what with his peers?,"[{'answer': 'exchanging ideas'}, {'answer': 'exchanging ideas'}, {'answer': 'exchanging ideas'}, {'answer': 'exchanging ideas'}, {'answer': 'exchanging ideas'}]","[{'feedback': 'Exchanging ideas is the best answer, but I also think that learning is a good answer to this question!'}]",exchanging ideas,{'exchanging ideas': 5}
e3dc7279-55af-4050-830f-4b81b5999472,"At a grocery store they sell individual potatoes, where does the grocery clerk likely put the potato?","[{'answer': 'paper bag'}, {'answer': 'paper bag'}, {'answer': 'paper bag'}, {'answer': 'paper bag'}, {'answer': 'paper bag'}]",[],paper bag,{'paper bag': 5}
8a15c880-2b71-4e53-b189-f728d2e18b42,What does impeachment mean for the president?,"[{'answer': 'trouble'}, {'answer': 'trouble'}, {'answer': 'trouble'}, {'answer': 'trouble'}, {'answer': 'trouble'}]",[],trouble,{'trouble': 5}
608f8c0d-0a24-4f7d-bfb3-44194a6753d2,"If you're seeking a connection for your laptop, what are you trying to hook up with?","[{'answer': 'electrical circuit'}, {'answer': 'computer network'}, {'answer': 'computer network'}, {'answer': 'electrical circuit'}, {'answer': 'computer network'}, {'answer': 'computer network'}, {'answer': 'computer network'}, {'answer': 'computer network'}, {'answer': 'computer network'}, {'answer': 'computer network'}]",[],computer network,"{'electrical circuit': 2, 'computer network': 8}"
fe088b21-e5a2-4a46-87b7-d50f66c0e74f,Minerals can be obtained in what way for a person who avoids leafy greens?,"[{'answer': 'multivitamin'}, {'answer': 'multivitamin'}, {'answer': 'multivitamin'}, {'answer': 'multivitamin'}, {'answer': 'multivitamin'}]",[],multivitamin,{'multivitamin': 5}
f18ccae9-334a-4df0-9040-415671c19b56,Reading newspaper one of many ways to practice your what?,"[{'answer': 'literacy'}, {'answer': 'literacy'}, {'answer': 'literacy'}, {'answer': 'literacy'}, {'answer': 'literacy'}]","[{'feedback': 'Literacy is the best answer - and knowing how to read is also a good answer because it is, basically, the definition for the word literacy!'}]",literacy,{'literacy': 5}
